state_abbreviation,tax_code,unique_tax_id,tax_name,sub_tax_desc
PA,TAX6999,42-115-1215618-LST-586503,"Thompson, Borough of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX6999,42-115-1215618-LST-586503,"Thompson, Borough of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7057,42-127-1217219-EIT-648703,"Dyberry, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7057,42-127-1217219-EIT-648703,"Dyberry, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6973,42-103-1216963-EIT-648303,"Palmyra, Township of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6973,42-103-1216963-EIT-648303,"Palmyra, Township of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7024,42-115-1217098-EIT-586503,"Thompson, Township of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7024,42-115-1217098-EIT-586503,"Thompson, Township of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX6966,42-103-1216959-LST-522003,"Dingman, Township of - LST - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6966,42-103-1216959-LST-522003,"Dingman, Township of - LST - Delaware Valley S D (522003)",SCHOOL
PA,TAX6967,42-103-1216960-EIT-648303,"Greene, Township of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6967,42-103-1216960-EIT-648303,"Greene, Township of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7038,42-127-1215684-LST-648703,"Bethany, Borough of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7038,42-127-1215684-LST-648703,"Bethany, Borough of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6948,42-045-1215194-LST-239603,"Rose Valley, Borough of - LST - Wallingford-Swarthmore S D (239603)",MUNICIPAL
PA,TAX6948,42-045-1215194-LST-239603,"Rose Valley, Borough of - LST - Wallingford-Swarthmore S D (239603)",SCHOOL
PA,TAX6976,42-103-1216965-EIT-522003,"Shohola, Township of - EIT - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6976,42-103-1216965-EIT-522003,"Shohola, Township of - EIT - Delaware Valley S D (522003)",SCHOOL
PA,TAX6990,42-115-1215612-LST-586503,"Lanesboro, Borough of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX6990,42-115-1215612-LST-586503,"Lanesboro, Borough of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7048,42-127-1217213-EIT-648703,"Berlin, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7048,42-127-1217213-EIT-648703,"Berlin, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6984,42-115-1215609-LST-581003,"Great Bend, Borough of - LST - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX6984,42-115-1215609-LST-581003,"Great Bend, Borough of - LST - Blue Ridge S D (581003)",SCHOOL
PA,TAX6979,42-115-1215608-EIT-584503,"Friendsville, Borough of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX6979,42-115-1215608-EIT-584503,"Friendsville, Borough of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX6936,42-017-1214983-EIT-098202,"Yardley, Borough of - EIT - Pennsbury S D (098202)",MUNICIPAL
PA,TAX6936,42-017-1214983-EIT-098202,"Yardley, Borough of - EIT - Pennsbury S D (098202)",SCHOOL
PA,TAX7063,42-127-1217223-EIT-648703,"Manchester, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7063,42-127-1217223-EIT-648703,"Manchester, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6987,42-115-1215610-LST-581003,"Hallstead, Borough of - LST - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX6987,42-115-1215610-LST-581003,"Hallstead, Borough of - LST - Blue Ridge S D (581003)",SCHOOL
PA,TAX7032,42-115-1217245-LST-584503,"Choconut, Township of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7032,42-115-1217245-LST-584503,"Choconut, Township of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX6994,42-115-1215617-EIT-586503,"Susquehanna Depot, Borough of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX6994,42-115-1215617-EIT-586503,"Susquehanna Depot, Borough of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7045,42-127-1215688-EIT-586503,"Starrucca, Borough of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7045,42-127-1215688-EIT-586503,"Starrucca, Borough of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7002,42-115-1217076-LST-586503,"Ararat, Township of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7002,42-115-1217076-LST-586503,"Ararat, Township of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7081,42-127-1217250-EIT-648703,"Scott, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7081,42-127-1217250-EIT-648703,"Scott, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6982,42-115-1215609-EIT-581003,"Great Bend, Borough of - EIT - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX6982,42-115-1215609-EIT-581003,"Great Bend, Borough of - EIT - Blue Ridge S D (581003)",SCHOOL
PA,TAX6961,42-103-1216958-EIT-522003,"Delaware, Township of - EIT - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6961,42-103-1216958-EIT-522003,"Delaware, Township of - EIT - Delaware Valley S D (522003)",SCHOOL
PA,TAX7011,42-115-1217086-LST-586503,"Harmony, Township of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7011,42-115-1217086-LST-586503,"Harmony, Township of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7056,42-127-1217217-LST-648703,"Damascus, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7056,42-127-1217217-LST-648703,"Damascus, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6960,42-103-1216957-LST-648303,"Blooming Grove, Township of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6960,42-103-1216957-LST-648303,"Blooming Grove, Township of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7003,42-115-1217082-EIT-584503,"Franklin, Township of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7003,42-115-1217082-EIT-584503,"Franklin, Township of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX7059,42-127-1217219-LST-648703,"Dyberry, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7059,42-127-1217219-LST-648703,"Dyberry, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7083,42-127-1217250-LST-648703,"Scott, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7083,42-127-1217250-LST-648703,"Scott, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7015,42-115-1217092-EIT-584503,"Liberty, Township of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7015,42-115-1217092-EIT-584503,"Liberty, Township of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX7036,42-127-1215684-EIT-648703,"Bethany, Borough of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7036,42-127-1215684-EIT-648703,"Bethany, Borough of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7078,42-127-1217249-EIT-648703,"Preston, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7078,42-127-1217249-EIT-648703,"Preston, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6952,42-045-1216377-EIT-234103,"Bethel, Township of - EIT - Garnet Valley S D (234103)",MUNICIPAL
PA,TAX6952,42-045-1216377-EIT-234103,"Bethel, Township of - EIT - Garnet Valley S D (234103)",SCHOOL
PA,TAX7027,42-115-1217244-EIT-584503,"Apolacon, Township of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7027,42-115-1217244-EIT-584503,"Apolacon, Township of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX6972,42-103-1216962-LST-522003,"Milford, Township of - LST - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6972,42-103-1216962-LST-522003,"Milford, Township of - LST - Delaware Valley S D (522003)",SCHOOL
PA,TAX6985,42-115-1215610-EIT-581003,"Hallstead, Borough of - EIT - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX6985,42-115-1215610-EIT-581003,"Hallstead, Borough of - EIT - Blue Ridge S D (581003)",SCHOOL
PA,TAX6954,42-045-1216377-LST-234103,"Bethel, Township of - LST - Garnet Valley S D (234103)",MUNICIPAL
PA,TAX6954,42-045-1216377-LST-234103,"Bethel, Township of - LST - Garnet Valley S D (234103)",SCHOOL
PA,TAX6964,42-103-1216959-EIT-522003,"Dingman, Township of - EIT - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6964,42-103-1216959-EIT-522003,"Dingman, Township of - EIT - Delaware Valley S D (522003)",SCHOOL
PA,TAX7062,42-127-1217221-LST-648703,"Lebanon, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7062,42-127-1217221-LST-648703,"Lebanon, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6940,42-029-1216164-EIT-150503,"London Britain, Township of - EIT - Avon Grove S D (150503)",MUNICIPAL
PA,TAX6940,42-029-1216164-EIT-150503,"London Britain, Township of - EIT - Avon Grove S D (150503)",SCHOOL
PA,TAX6975,42-103-1216963-LST-648303,"Palmyra, Township of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6975,42-103-1216963-LST-648303,"Palmyra, Township of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX6997,42-115-1215618-EIT-586503,"Thompson, Borough of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX6997,42-115-1215618-EIT-586503,"Thompson, Borough of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7026,42-115-1217098-LST-586503,"Thompson, Township of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7026,42-115-1217098-LST-586503,"Thompson, Township of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7029,42-115-1217244-LST-584503,"Apolacon, Township of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7029,42-115-1217244-LST-584503,"Apolacon, Township of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX6969,42-103-1216960-LST-648303,"Greene, Township of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6969,42-103-1216960-LST-648303,"Greene, Township of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7074,42-127-1217227-LST-648303,"Paupack, Township of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX7074,42-127-1217227-LST-648303,"Paupack, Township of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7018,42-115-1217094-EIT-586503,"Oakland, Township of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7018,42-115-1217094-EIT-586503,"Oakland, Township of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX6938,42-017-1214983-LST-098202,"Yardley, Borough of - LST - Pennsbury S D (098202)",MUNICIPAL
PA,TAX6938,42-017-1214983-LST-098202,"Yardley, Borough of - LST - Pennsbury S D (098202)",SCHOOL
PA,TAX7041,42-127-1215685-LST-648303,"Hawley, Borough of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX7041,42-127-1215685-LST-648303,"Hawley, Borough of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX6991,42-115-1215613-EIT-584503,"Little Meadows, Borough of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX6991,42-115-1215613-EIT-584503,"Little Meadows, Borough of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX7065,42-127-1217223-LST-648703,"Manchester, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7065,42-127-1217223-LST-648703,"Manchester, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7008,42-115-1217084-LST-581003,"Great Bend, Township of - LST - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX7008,42-115-1217084-LST-581003,"Great Bend, Township of - LST - Blue Ridge S D (581003)",SCHOOL
PA,TAX7050,42-127-1217213-LST-648703,"Berlin, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7050,42-127-1217213-LST-648703,"Berlin, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7071,42-127-1217226-LST-648303,"Palmyra, Township of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX7071,42-127-1217226-LST-648303,"Palmyra, Township of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7035,42-115-1217246-LST-584503,"Forest Lake, Township of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7035,42-115-1217246-LST-584503,"Forest Lake, Township of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX7023,42-115-1217096-LST-584503,"Silver Lake, Township of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7023,42-115-1217096-LST-584503,"Silver Lake, Township of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX6957,42-103-1215533-LST-648303,"Lackawaxen, Township of - LST - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6957,42-103-1215533-LST-648303,"Lackawaxen, Township of - LST - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX6943,42-045-1215178-EIT-238402,"Collingdale, Borough of - EIT - Southeast Delco S D (238402)",MUNICIPAL
PA,TAX6943,42-045-1215178-EIT-238402,"Collingdale, Borough of - EIT - Southeast Delco S D (238402)",SCHOOL
PA,TAX7044,42-127-1215687-LST-648703,"Prompton, Borough of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7044,42-127-1215687-LST-648703,"Prompton, Borough of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7077,42-127-1217248-LST-648703,"Buckingham, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7077,42-127-1217248-LST-648703,"Buckingham, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7020,42-115-1217094-LST-586503,"Oakland, Township of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7020,42-115-1217094-LST-586503,"Oakland, Township of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7053,42-127-1217215-LST-648703,"Cherry Ridge, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7053,42-127-1217215-LST-648703,"Cherry Ridge, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7068,42-127-1217225-LST-648703,"Oregon, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7068,42-127-1217225-LST-648703,"Oregon, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7033,42-115-1217246-EIT-584503,"Forest Lake, Township of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7033,42-115-1217246-EIT-584503,"Forest Lake, Township of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX6955,42-103-1215533-EIT-648303,"Lackawaxen, Township of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6955,42-103-1215533-EIT-648303,"Lackawaxen, Township of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX6939,42-029-1216156-LST-157802,"Easttown, Township of - LST - Tredyffrin-Easttown S D (157802)",MUNICIPAL
PA,TAX6939,42-029-1216156-LST-157802,"Easttown, Township of - LST - Tredyffrin-Easttown S D (157802)",SCHOOL
PA,TAX6951,42-045-1215195-LST-239603,"Rutledge, Borough of - LST - Wallingford-Swarthmore S D (239603)",MUNICIPAL
PA,TAX6951,42-045-1215195-LST-239603,"Rutledge, Borough of - LST - Wallingford-Swarthmore S D (239603)",SCHOOL
PA,TAX7012,42-115-1217088-EIT-581003,"Jackson, Township of - EIT - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX7012,42-115-1217088-EIT-581003,"Jackson, Township of - EIT - Blue Ridge S D (581003)",SCHOOL
PA,TAX7000,42-115-1217076-EIT-586503,"Ararat, Township of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7000,42-115-1217076-EIT-586503,"Ararat, Township of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7009,42-115-1217086-EIT-586503,"Harmony, Township of - EIT - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7009,42-115-1217086-EIT-586503,"Harmony, Township of - EIT - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7017,42-115-1217092-LST-584503,"Liberty, Township of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7017,42-115-1217092-LST-584503,"Liberty, Township of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX6949,42-045-1215195-EIT-239603,"Rutledge, Borough of - EIT - Wallingford-Swarthmore S D (239603)",MUNICIPAL
PA,TAX6949,42-045-1215195-EIT-239603,"Rutledge, Borough of - EIT - Wallingford-Swarthmore S D (239603)",SCHOOL
PA,TAX7039,42-127-1215685-EIT-648303,"Hawley, Borough of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX7039,42-127-1215685-EIT-648303,"Hawley, Borough of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7047,42-127-1215688-LST-586503,"Starrucca, Borough of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX7047,42-127-1215688-LST-586503,"Starrucca, Borough of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7075,42-127-1217248-EIT-648703,"Buckingham, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7075,42-127-1217248-EIT-648703,"Buckingham, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7060,42-127-1217221-EIT-648703,"Lebanon, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7060,42-127-1217221-EIT-648703,"Lebanon, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7014,42-115-1217088-LST-581003,"Jackson, Township of - LST - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX7014,42-115-1217088-LST-581003,"Jackson, Township of - LST - Blue Ridge S D (581003)",SCHOOL
PA,TAX6958,42-103-1216957-EIT-648303,"Blooming Grove, Township of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX6958,42-103-1216957-EIT-648303,"Blooming Grove, Township of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX7005,42-115-1217082-LST-584503,"Franklin, Township of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7005,42-115-1217082-LST-584503,"Franklin, Township of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX6978,42-103-1216965-LST-522003,"Shohola, Township of - LST - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6978,42-103-1216965-LST-522003,"Shohola, Township of - LST - Delaware Valley S D (522003)",SCHOOL
PA,TAX6942,42-029-1216164-LST-150503,"London Britain, Township of - LST - Avon Grove S D (150503)",MUNICIPAL
PA,TAX6942,42-029-1216164-LST-150503,"London Britain, Township of - LST - Avon Grove S D (150503)",SCHOOL
PA,TAX6981,42-115-1215608-LST-584503,"Friendsville, Borough of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX6981,42-115-1215608-LST-584503,"Friendsville, Borough of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX6935,42-017-1214970-LST-097203,"Morrisville, Borough of - LST - Morrisville Boro S D (097203)",MUNICIPAL
PA,TAX6935,42-017-1214970-LST-097203,"Morrisville, Borough of - LST - Morrisville Boro S D (097203)",SCHOOL
PA,TAX7030,42-115-1217245-EIT-584503,"Choconut, Township of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7030,42-115-1217245-EIT-584503,"Choconut, Township of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX7042,42-127-1215687-EIT-648703,"Prompton, Borough of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7042,42-127-1215687-EIT-648703,"Prompton, Borough of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6963,42-103-1216958-LST-522003,"Delaware, Township of - LST - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6963,42-103-1216958-LST-522003,"Delaware, Township of - LST - Delaware Valley S D (522003)",SCHOOL
PA,TAX7080,42-127-1217249-LST-648703,"Preston, Township of - LST - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7080,42-127-1217249-LST-648703,"Preston, Township of - LST - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6946,42-045-1215194-EIT-239603,"Rose Valley, Borough of - EIT - Wallingford-Swarthmore S D (239603)",MUNICIPAL
PA,TAX6946,42-045-1215194-EIT-239603,"Rose Valley, Borough of - EIT - Wallingford-Swarthmore S D (239603)",SCHOOL
PA,TAX6993,42-115-1215613-LST-584503,"Little Meadows, Borough of - LST - Montrose Area S D (584503)",MUNICIPAL
PA,TAX6993,42-115-1215613-LST-584503,"Little Meadows, Borough of - LST - Montrose Area S D (584503)",SCHOOL
PA,TAX7054,42-127-1217217-EIT-648703,"Damascus, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7054,42-127-1217217-EIT-648703,"Damascus, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX7072,42-127-1217227-EIT-648303,"Paupack, Township of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX7072,42-127-1217227-EIT-648303,"Paupack, Township of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX6996,42-115-1215617-LST-586503,"Susquehanna Depot, Borough of - LST - Susquehanna Comm S D (586503)",MUNICIPAL
PA,TAX6996,42-115-1215617-LST-586503,"Susquehanna Depot, Borough of - LST - Susquehanna Comm S D (586503)",SCHOOL
PA,TAX7006,42-115-1217084-EIT-581003,"Great Bend, Township of - EIT - Blue Ridge S D (581003)",MUNICIPAL
PA,TAX7006,42-115-1217084-EIT-581003,"Great Bend, Township of - EIT - Blue Ridge S D (581003)",SCHOOL
PA,TAX7051,42-127-1217215-EIT-648703,"Cherry Ridge, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7051,42-127-1217215-EIT-648703,"Cherry Ridge, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6945,42-045-1215178-LST-238402,"Collingdale, Borough of - LST - Southeast Delco S D (238402)",MUNICIPAL
PA,TAX6945,42-045-1215178-LST-238402,"Collingdale, Borough of - LST - Southeast Delco S D (238402)",SCHOOL
PA,TAX7069,42-127-1217226-EIT-648303,"Palmyra, Township of - EIT - Wallenpaupack Area S D (648303)",MUNICIPAL
PA,TAX7069,42-127-1217226-EIT-648303,"Palmyra, Township of - EIT - Wallenpaupack Area S D (648303)",SCHOOL
PA,TAX6970,42-103-1216962-EIT-522003,"Milford, Township of - EIT - Delaware Valley S D (522003)",MUNICIPAL
PA,TAX6970,42-103-1216962-EIT-522003,"Milford, Township of - EIT - Delaware Valley S D (522003)",SCHOOL
PA,TAX7021,42-115-1217096-EIT-584503,"Silver Lake, Township of - EIT - Montrose Area S D (584503)",MUNICIPAL
PA,TAX7021,42-115-1217096-EIT-584503,"Silver Lake, Township of - EIT - Montrose Area S D (584503)",SCHOOL
PA,TAX7066,42-127-1217225-EIT-648703,"Oregon, Township of - EIT - Wayne Highlands S D (648703)",MUNICIPAL
PA,TAX7066,42-127-1217225-EIT-648703,"Oregon, Township of - EIT - Wayne Highlands S D (648703)",SCHOOL
PA,TAX6988,42-115-1215612-EIT-586503,"Lanesboro, BORO of - EIT (586503)",MUNICIPAL
PA,TAX6988,42-115-1215612-EIT-586503,"Lanesboro, BORO of - EIT (586503)",SCHOOL
PA,TAX5824,42-073-1215359-LST-376203,"South New Castle, BORO of-LST",MUNICIPAL
PA,TAX5824,42-073-1215359-LST-376203,"South New Castle, BORO of-LST",SCHOOL
PA,TAX3452,42-045-1215189-EIT-238502,"Morton, BORO of - EIT",MUNICIPAL
PA,TAX3452,42-045-1215189-EIT-238502,"Morton, BORO of - EIT",SCHOOL
PA,TAX6615,42-029-1216190-EIT-159002,"West Goshen, TWP of - EIT",MUNICIPAL
PA,TAX6615,42-029-1216190-EIT-159002,"West Goshen, TWP of - EIT",SCHOOL
PA,TAX5397,42-045-1216390-EIT-237702,"Ridley, TWP of - EIT",MUNICIPAL
PA,TAX5397,42-045-1216390-EIT-237702,"Ridley, TWP of - EIT",SCHOOL
PA,TAX5987,42-117-1217123-EIT-597003,"Sullivan, TWP of - EIT",MUNICIPAL
PA,TAX5987,42-117-1217123-EIT-597003,"Sullivan, TWP of - EIT",SCHOOL
PA,TAX3782,42-097-1215515-EIT-496603,"Northumberland, BORO of - EIT",MUNICIPAL
PA,TAX3782,42-097-1215515-EIT-496603,"Northumberland, BORO of - EIT",SCHOOL
PA,TAX1898,42-125-1217193-LST-631203,"Hanover, TWP of - LST (631203)",MUNICIPAL
PA,TAX1898,42-125-1217193-LST-631203,"Hanover, TWP of - LST (631203)",SCHOOL
PA,TAX2769,42-129-1215705-LST-653102,"Latrobe, BORO of - LST",MUNICIPAL
PA,TAX2769,42-129-1215705-LST-653102,"Latrobe, BORO of - LST",SCHOOL
PA,TAX6274,42-041-1216350-EIT-210503,"Upper Frankford, TWP of - EIT",MUNICIPAL
PA,TAX6274,42-041-1216350-EIT-210503,"Upper Frankford, TWP of - EIT",SCHOOL
PA,TAX2745,42-017-1214969-LST-097502,"Langhorne Manor, BORO of-LST",MUNICIPAL
PA,TAX2745,42-017-1214969-LST-097502,"Langhorne Manor, BORO of-LST",SCHOOL
PA,TAX1029,42-011-1215921-LST-063003,"Cumru, TWP of - LST",MUNICIPAL
PA,TAX1029,42-011-1215921-LST-063003,"Cumru, TWP of - LST",SCHOOL
PA,TAX3482,42-003-1215817-EIT-026402,"Mount Lebanon, TWP of - EIT",MUNICIPAL
PA,TAX3482,42-003-1215817-EIT-026402,"Mount Lebanon, TWP of - EIT",SCHOOL
PA,TAX1649,42-025-1216109-LST-135503,"Franklin, TWP of - LST (135503)",MUNICIPAL
PA,TAX1649,42-025-1216109-LST-135503,"Franklin, TWP of - LST (135503)",SCHOOL
PA,TAX5390,42-047-1216405-EIT-243503,"Ridgway, TWP of - EIT (243503)",MUNICIPAL
PA,TAX5390,42-047-1216405-EIT-243503,"Ridgway, TWP of - EIT (243503)",SCHOOL
PA,TAX1206,42-003-1214788-EIT-022503,"Duquesne, City of - EIT",MUNICIPAL
PA,TAX1206,42-003-1214788-EIT-022503,"Duquesne, City of - EIT",SCHOOL
PA,TAX5462,42-079-1216731-EIT-403903,"Ross, TWP of - EIT (403903)",MUNICIPAL
PA,TAX5462,42-079-1216731-EIT-403903,"Ross, TWP of - EIT (403903)",SCHOOL
PA,TAX5688,42-061-1216519-LST-316003,"Shirley, TWP of - LST",MUNICIPAL
PA,TAX5688,42-061-1216519-LST-316003,"Shirley, TWP of - LST",SCHOOL
PA,TAX977,42-105-1215537-LST-531304,"Coudersport, BORO of - LST",MUNICIPAL
PA,TAX977,42-105-1215537-LST-531304,"Coudersport, BORO of - LST",SCHOOL
PA,TAX5489,42-027-1216136-LST-177003,"Rush, TWP of - LST (177003)",MUNICIPAL
